date,cust_email,cust_location,product_id,product_quantity
2022-01-03,swae@gmail.com,53329,LV4W0SA3O5R1,1
2022-01-03,crav@icloud.com,83261,NSBTUZ5IVT3L,2
2022-01-03,spess@yahoo.com,08619,0EGA0Q40UHT6,4
2022-01-03,spess@yahoo.com,08619,64UVRTML0SBP,1
2022-01-03,spess@yahoo.com,08619,4BBEVZ7EPRWC,2
2022-01-03,crue@yahoo.com,94099,07OA7PHX8A30,2
2022-01-03,toass@gmail.com,03107,NQ4KGDN25KPR,2
2022-01-03,toass@gmail.com,03107,FU02H912PQIA,1
2022-01-03,toass@gmail.com,03107,9FG3GU9X5D9A,5
2022-01-03,moir@gmail.com,87885,YH58F985P4XU,1
2022-01-03,moir@gmail.com,87885,K9KKA24WJ5R3,2
2022-01-03,wue@aol.com,68795,ZN2Q5PR7JM6Y,1
2022-01-03,wue@aol.com,68795,BWQN55EXBC88,1
2022-01-03,wue@aol.com,68795,D5RYHI2R1GI8,2
2022-01-03,vuen@icloud.com,18913,UGMPJSG0XX55,8
2022-01-03,preect@aol.com,32264,I5TDVO4XH644,2
2022-01-03,preect@aol.com,32264,RPE0OOF5HEH8,1
2022-01-04,spuf@gmail.com,01567,9GHMMOJ2S4LD,2
2022-01-04,grem@yahoo.com,29755,3PQFS90347Z1,1
2022-01-04,grem@yahoo.com,29755,GHJD2Q9ZI8S4,1
2022-01-04,chim@hotmail.com,82229,NQUDXWLXB4JF,1
2022-01-04,riuz@aol.com,23634,ZDDPZW9WKH1Z,1
2022-01-04,sto@hotmail.com,98248,MYWFC6QJ37QA,2
2022-01-04,sto@hotmail.com,98248,V56MIU5WE856,3
2022-01-04,toe@aol.com,25774,2CAEBHI1FKWU,1
2022-01-04,toe@aol.com,25774,SKOJWN0CHYYX,2
2022-01-04,shoaf@aol.com,30686,6GWIJDGGD8QA,1
2022-01-04,fryst@msn.com,30208,XKW2GKQSXFMR,1
2022-01-04,fryst@msn.com,30208,QUUXVZOORQ6I,1
2022-01-04,jaw@gmail.com,12059,6KVXRUNGHLUT,3
2022-01-04,jaw@gmail.com,12059,EENTRVKKBU4E,1
2022-01-04,swea@live.com,01312,29IH4JDCHSTG,3
2022-01-04,swea@live.com,01312,3TACVA1WTA0Q,1
2022-01-04,ty@gmail.com,67670,WV1HCYDIN4HV,1
2022-01-05,dreil@icloud.com,77780,5CLTFK7UFHG5,1
2022-01-05,dreil@icloud.com,77780,9LYR5EMOF2OW,1
2022-01-05,snui@hotmail.com,62677,6CVHJKT3V3ES,1
2022-01-05,ract@gmail.com,07573,9XS38JLQ094J,1
2022-01-05,cruet@gmail.com,75684,6SWM0QUD2D4H,2
2022-01-05,cruet@gmail.com,75684,Q3LSHZ5SMJAY,2
2022-01-05,cruet@gmail.com,75684,KEACZBI4JD92,1
2022-01-05,cruet@gmail.com,75684,Y7AV9MCSRH36,2
2022-01-05,cruet@gmail.com,75684,KMWCMFHMU3T2,1
2022-01-05,brua@aol.com,87343,0UNT7JAMCM3S,1
2022-01-05,brua@aol.com,87343,AHRHV5DCO240,2
2022-01-05,fuopt@msn.com,49031,497OVRL17GA7,2
2022-01-05,fuopt@msn.com,49031,PFRBL9R593C4,2
2022-01-05,fuopt@msn.com,49031,Z6I6KNXHAO60,2
2022-01-05,sho@inbox.com,08619,0J9CVLFI4R37,3
2022-01-05,bleg@yahoo.com,15409,4E4JDJKW03RW,3
2022-01-05,bleg@yahoo.com,15409,F81Y8NRNKWN1,4
2022-01-05,bleg@yahoo.com,15409,9TH93TNYCFF4,1
2022-01-05,bleg@yahoo.com,15409,RIEGL7GA3EGG,5
2022-01-05,sloant@outlook.com,67356,N2YIDWZZIJEH,3
2022-01-05,bluat@gmail.com,62155,98NSDQ1KWKN7,2
2022-01-05,ru@hotmail.com,18495,SGWA3FU8Y5VI,4
2022-01-05,gin@aol.com,37080,WDPDZTXPSSLK,1
2022-01-05,fust@gmail.com,16848,B2QSSU621TLE,2
2022-01-05,fust@gmail.com,16848,89OHS2MWUCYD,1
2022-01-05,speush@msn.com,16082,U2CZTG6A7T4X,2
2022-01-05,speush@msn.com,16082,6ANOSISI9HZC,1
2022-01-05,speush@msn.com,16082,ZICPK27PTY9M,1
2022-01-05,speush@msn.com,16082,AU0271PIQPDW,1
2022-01-05,reu@gmail.com,94207,948R8IE6CKY3,1
2022-01-05,reu@gmail.com,94207,F2OU1FUSFQQZ,1
2022-01-05,reu@gmail.com,94207,HCJETGFP0DDT,2
2022-01-05,reu@gmail.com,94207,FC2MWUZDILVS,2
2022-01-05,strie@hotmail.com,22993,A1RXMLQ9UN62,5
2022-01-05,hi@yahoo.com,84257,UUSBR5KGR9DH,3
2022-01-05,hi@yahoo.com,84257,CQZRMDD753V6,3
2022-01-05,sui@gmail.com,13817,6IAHJ67E7FH2,1
2022-01-06,taw@gmail.com,08238,5MT6895HIDET,1
2022-01-06,spi@yahoo.com,21004,3TY5GL6HIGBE,1
2022-01-06,muz@live.com,85898,W0EK33VSF7T3,1
2022-01-06,muz@live.com,85898,XZMVWNQ5J47H,4
2022-01-06,muz@live.com,85898,89KJEPK9VWOV,1
2022-01-06,yuo@gmail.com,32495,6I0C6Y7MPU7J,1
2022-01-06,yuo@gmail.com,32495,HXYAMS3BYUBG,1
2022-01-06,yuo@gmail.com,32495,PE79HH24HEC9,1
2022-01-06,yuo@gmail.com,32495,5PSNILAAELJQ,1
2022-01-06,greag@yahoo.com,20425,79KHFG1XY0Y3,1
2022-01-06,greag@yahoo.com,20425,KL7T1NNEFE8I,2
2022-01-06,flo@gmail.com,73112,IJX459CQFQNS,3
2022-01-06,flo@gmail.com,73112,SDQH5T745MAB,1
2022-01-06,flo@gmail.com,73112,UJCYFGZ89PJC,3
2022-01-06,yiay@msn.com,87343,1VHU5QUGCBQI,2
2022-01-06,yiay@msn.com,87343,AC2HIHPP925T,1
2022-01-06,swa@outlook.com,60858,KS3UOHOG0W40,1
2022-01-06,swa@outlook.com,60858,WF05EGBOEHE2,2
2022-01-06,zui@gmail.com,75147,OCU44EN6WJ8P,3
2022-01-06,zui@gmail.com,75147,WSOXXBUE1MW6,3
2022-01-06,pimp@live.com,71869,68JGT2TJ9EFL,1
2022-01-06,pimp@live.com,71869,2UQTLXN87HQP,1
2022-01-06,froim@msn.com,08663,JLMDHTYKWMZ1,4
2022-01-06,froim@msn.com,08663,8LUD1YRCPOQO,5
2022-01-06,froim@msn.com,08663,TODYT3JI2K0S,1
2022-01-06,kenk@icloud.com,93688,MGMKBYX46Y6H,1
2022-01-06,kenk@icloud.com,93688,GVFA98XI5VV1,3
2022-01-07,rie@gmail.com,83261,LHYY3E8TGNEI,3
2022-01-07,rie@gmail.com,83261,PFSXXFDYNGNW,3
2022-01-07,rie@gmail.com,83261,HJLRWRLP9N1C,1
2022-01-07,rie@gmail.com,83261,KS7DIRG4ZEGB,1
2022-01-07,yoa@hotmail.com,28602,FO5GZ5HXCBF3,1
2022-01-07,yoa@hotmail.com,28602,1YDNXSWDTWLQ,1
2022-01-07,cla@hotmail.com,32495,W0LDP044EN7V,1
2022-01-07,cla@hotmail.com,32495,GPHS0U1122ZW,1
2022-01-07,prui@live.com,17983,D6YQ7JQBMSSQ,1
2022-01-07,zoch@hotmail.com,22993,YILPMSNJ44YJ,1
2022-01-07,fou@hotmail.com,18913,KLI54PE44VBL,5
2022-01-07,fou@hotmail.com,18913,Y3QCDIAEGYT1,3
2022-01-07,cre@gmail.com,27952,N81LPACV9SFH,1
2022-01-07,crach@yahoo.com,71013,BW72Z7AFY95F,3
2022-01-07,crach@yahoo.com,71013,6EV8HYY5JZUK,1
2022-01-07,crach@yahoo.com,71013,E0A6UAMVWT77,2
2022-01-07,lush@yahoo.com,31221,KQIO94CW1I6X,1
2022-01-07,lush@yahoo.com,31221,AV1BP8TGIHW8,2
2022-01-07,lush@yahoo.com,31221,A97M2SQRFLCJ,3
2022-01-07,lush@yahoo.com,31221,U8PFFIML57I4,5
2022-01-07,stasp@gmail.com,36674,DASB16MX3BR2,1
2022-01-07,stasp@gmail.com,36674,ULRG3JU6FS5Q,1
2022-01-07,swou@yahoo.com,79865,RB2V3XOZE0UH,1
2022-01-07,choh@aol.com,93031,P0ZSXILFFAPV,1
2022-01-07,dy@aol.com,19782,ZM1YMRBN3Y9K,1
2022-01-07,troin@yahoo.com,17434,Q10BPQ6FBEL7,2
2022-01-07,troin@yahoo.com,17434,P2SO8J4XLTRL,3
2022-01-07,fliop@yahoo.com,59495,TGPFVEWUXPEL,3
2022-01-07,fliop@yahoo.com,59495,2EF531J0RABA,2
2022-01-07,fliop@yahoo.com,59495,VK5288M5XS69,2
2022-01-07,fliop@yahoo.com,59495,XNGY1OUDMLJR,2
2022-01-07,skad@yahoo.com,03107,CEM25NPTK5LW,2
2022-01-07,skad@yahoo.com,03107,4C9Q0TGC2U9Z,1
2022-01-07,skad@yahoo.com,03107,KQTAHL1OT3C1,2
2022-01-07,luo@gmail.com,88167,OYESOSPCOE04,3
2022-01-07,luo@gmail.com,88167,660V1UQQ5RQT,1
2022-01-07,luo@gmail.com,88167,0AF66KJJNPBX,1
2022-01-07,luo@gmail.com,88167,Y76T2086LV9A,1
2022-01-07,droev@aol.com,76696,6KZKA8PKX0PW,2
2022-01-07,droev@aol.com,76696,LBBZ0SYQH0U9,2
2022-01-07,luipt@yahoo.com,60406,PGMS4GTYY9L7,1
2022-01-07,luipt@yahoo.com,60406,FTH1QZWHJ8ZO,1
2022-01-07,luipt@yahoo.com,60406,OMMBLS1LMS7E,1
2022-01-07,froew@hotmail.com,71869,JZO1WL3KD3XJ,2
2022-01-07,froew@hotmail.com,71869,49F6OYY2TIJX,2
2022-01-07,hai@aol.com,47439,8I3KCO5OVDLS,1
2022-01-07,hai@aol.com,47439,2MWO0YR0R6ZB,1
2022-01-08,giem@yahoo.com,75254,2CU24VLPTNNX,1
2022-01-08,noob@yahoo.com,39267,45CPQE4HI1C6,1
2022-01-08,geu@outlook.com,85507,SOK3MOTGAKXG,2
2022-01-08,geu@outlook.com,85507,1M26S9BV2OKU,3
2022-01-08,geu@outlook.com,85507,3ZJ1VFFX7N6F,3
2022-01-08,praub@yahoo.com,55160,FSGN30CT0ZSM,2
2022-01-08,praub@yahoo.com,55160,RV16OXZ92V8R,1
2022-01-08,praub@yahoo.com,55160,F2H67Z2WTPF3,1
2022-01-08,praub@yahoo.com,55160,06Q5DZRR4OXO,1
2022-01-08,soig@msn.com,60103,BZTQNGDLRU0M,1
2022-01-08,soig@msn.com,60103,V3ZZAKE35JR0,1
2022-01-08,gleef@gmail.com,54032,F99EPK44LCJN,1
2022-01-08,shau@msn.com,75254,6SA39M3WUND9,1
2022-01-08,shau@msn.com,75254,5QY8D9PTH8RS,1
2022-01-08,shau@msn.com,75254,MR1JZG9S20ZC,2
2022-01-08,chi@yahoo.com,35507,T4VQ88OPTWT1,2
2022-01-08,hesh@gmail.com,84257,H8G9W6DKW4ZO,1
2022-01-08,hiaw@gmail.com,10291,HWXV1W01ZJ9O,1
2022-01-08,pat@yahoo.com,93108,D76R8D1D88UD,2
2022-01-08,pat@yahoo.com,93108,B6MZGDTTOIUZ,5
2022-01-08,pat@yahoo.com,93108,BEM4DK3BEYQR,1
2022-01-09,yist@hotmail.com,41525,0XW89RQ114L5,1
2022-01-09,jy@gmail.com,95821,I9VBORV380BL,1
2022-01-09,jy@gmail.com,95821,KQL8ZZUJFY9K,1
2022-01-09,jy@gmail.com,95821,IJAOLBBILUEA,1
2022-01-09,be@outlook.com,12308,WEGZ1AF4X0VZ,2
2022-01-09,be@outlook.com,12308,OHC41NNGKQ32,1
2022-01-09,be@outlook.com,12308,WWNWABL993JV,1
2022-01-09,triaw@hotmail.com,51876,89V1ZOJF3K6E,1
2022-01-09,skoig@gmail.com,97099,RTWLVJ4EFPDX,1
2022-01-09,skoig@gmail.com,97099,J9L5TPG4QD1S,3
2022-01-09,skoig@gmail.com,97099,VVNPNE9G8D5X,1
2022-01-09,skoig@gmail.com,97099,MEX44WO1TOKQ,2
2022-01-09,yuan@outlook.com,82640,MCSTLBBBRQ8B,1
2022-01-09,nu@hotmail.com,48576,3NLG1JETYZEN,2
2022-01-09,nu@hotmail.com,48576,HI58HJ69MIXW,1
2022-01-09,zeng@aol.com,48576,C31GCQ9SWQD9,1
2022-01-09,geoh@outlook.com,84037,L9TFQOYBSYHN,1
2022-01-09,geoh@outlook.com,84037,7B5OVO689YOV,1
2022-01-09,geoh@outlook.com,84037,AKTGMU66KIMB,1
2022-01-09,broe@gmail.com,66655,821ITDDHBSY0,2
2022-01-09,slu@msn.com,25774,Q3TFBSU34YQ0,1
2022-01-09,slu@msn.com,25774,E6YA80I0B602,1
2022-01-09,pra@hotmail.com,83261,8LRYH0WCOGVL,4
2022-01-09,spausk@inbox.com,16568,8I8FFRC5VPUQ,1
2022-01-09,poast@gmail.com,38697,HV25OXCNJ31W,1
2022-01-09,poast@gmail.com,38697,Q64PZ405DSUA,5
2022-01-10,doump@outlook.com,25007,0EW5BEO4Z2GL,1
2022-01-10,zoch@hotmail.com,22993,5YSVU40SO08F,3
2022-01-10,zoch@hotmail.com,22993,AYJUB0QCX26Z,2
2022-01-10,zoch@hotmail.com,22993,QMOXVZ8N9W3O,3
2022-01-10,hyng@yahoo.com,44855,VFLQQ9AOGJUR,3
2022-01-10,cloor@yahoo.com,06607,QZE4P4ED2ZPL,1
2022-01-10,cloor@yahoo.com,06607,0995ALE041VJ,1
2022-01-10,glund@hotmail.com,97099,J4XUJGJOQNYK,1
2022-01-10,glund@hotmail.com,97099,QQR4JIUWRTWX,2
2022-01-10,chaend@gmail.com,24637,SFEJNUGCRHY4,3
2022-01-10,viast@gmail.com,82464,7I6H4K3ZSQE3,1
2022-01-10,viast@gmail.com,82464,IOD1SZYCY1AP,1
2022-01-10,viast@gmail.com,82464,MBOR1IT8F8JG,2
2022-01-10,viast@gmail.com,82464,CLGSZAQW5TAC,2
2022-01-10,hui@gmail.com,04058,RYX3WYMS742B,1
2022-01-10,hui@gmail.com,04058,CGKT0PFYR89K,5
2022-01-10,keust@icloud.com,55096,HURLJ19V6YT5,2
2022-01-10,keust@icloud.com,55096,OO0CQ9HBKX5K,3
2022-01-11,daapt@yahoo.com,25774,1Y1072IJAKH9,4
2022-01-11,daapt@yahoo.com,25774,WKBD4VSJRBZN,1
2022-01-11,daapt@yahoo.com,25774,X73EL56UYLF5,1
2022-01-11,doiy@outlook.com,59957,9LKVT3FNRJ02,2
2022-01-11,frua@aol.com,28001,03NL460HRGM2,1
2022-01-11,frua@aol.com,28001,GG94Q1BK2J5X,1
2022-01-11,frua@aol.com,28001,OOJB8CRELTYK,3
2022-01-11,sluomp@inbox.com,23542,YDTET06XRNF2,2
2022-01-11,prie@hotmail.com,88940,11Y45XV6VF7H,4
2022-01-11,prie@hotmail.com,88940,UP79CGT4NDPE,1
2022-01-11,clash@outlook.com,10037,1PI4I7FVSKLN,1
2022-01-11,clash@outlook.com,10037,H9I918P5OUB2,1
2022-01-11,zee@yahoo.com,82640,2NZ7VPV3W5I0,7
2022-01-11,sue@gmail.com,00899,UT7GX0ZXHXQV,1
2022-01-11,sue@gmail.com,00899,2960OHRUDS2E,1
2022-01-11,sue@gmail.com,00899,XCSNK3M5RW0K,1
2022-01-11,sue@gmail.com,00899,B2DIW2RHZX1Q,1
2022-01-11,de@mail.com,01121,2PDJPL1XDFB5,1
2022-01-11,bryh@aol.com,11794,5XABWM8CFAJG,4
2022-01-11,bryh@aol.com,11794,1OUN41F0HMYL,1
2022-01-11,mysk@live.com,70964,VOOG8XXNWXCD,3
2022-01-11,soa@inbox.com,89722,0HCHEM6Z0BRV,1
2022-01-11,soa@inbox.com,89722,023O88OE5QP7,1
2022-01-11,praenk@inbox.com,48433,9J2PXIPDDNLR,1
2022-01-11,praenk@inbox.com,48433,ROWU25J3910L,2
2022-01-11,praenk@inbox.com,48433,5IACLNRX3ITS,2
2022-01-11,ruo@gmail.com,43729,AFA4RNDRISXO,2
2022-01-11,bluipt@gmail.com,72783,FTHVG4TZUL0U,2
2022-01-11,skau@live.com,10122,HQNTB7RYV0K3,2
2022-01-11,skau@live.com,10122,3HW0SITFMA8D,2
2022-01-11,piast@live.com,04703,QSEY18XOEUVW,3
2022-01-11,ka@gmail.com,41666,UFRK7HZ7XLZW,2
2022-01-11,glint@aol.com,60406,UC9C61TIHWVN,1
2022-01-11,glint@aol.com,60406,0EPIBT5WS8HY,2
2022-01-11,spu@msn.com,22993,G5BIAH1QHCRL,1
2022-01-11,spu@msn.com,22993,LQDGZX8B1BV3,2
2022-01-12,jo@yahoo.com,86557,8A3NT1OEDLVN,2
2022-01-12,jo@yahoo.com,86557,KPL416WHZ7M3,3
2022-01-12,jo@yahoo.com,86557,1PWH3LYFZGJV,2
2022-01-12,jo@yahoo.com,86557,CIYVVL4399KY,4
2022-01-12,jou@inbox.com,96984,X4RPKXWN1MUC,1
2022-01-12,jou@inbox.com,96984,JRKF814IF4P4,1
2022-01-12,jou@inbox.com,96984,T6U61QRYI729,4
2022-01-12,jou@inbox.com,96984,ATUFPVX14W86,1
2022-01-12,jou@inbox.com,96984,HSIV3B8UUFUA,3
2022-01-12,jou@inbox.com,96984,DJRRHE78O7LN,1
2022-01-12,chai@yahoo.com,75905,H3QZOEK0V5JB,1
2022-01-12,yue@gmail.com,60744,VL0TUX5QYCAD,2
2022-01-12,no@aol.com,27243,BJXK2U1XEE14,1
2022-01-12,no@aol.com,27243,IUQ85U5S7VMB,2
2022-01-12,shi@yahoo.com,83014,AHH88B5MWA0D,2
2022-01-12,bliesk@aol.com,60722,L9EV145XHOQH,1
2022-01-12,bliesk@aol.com,60722,FT7O0VSHU4JN,1
2022-01-12,bliesk@aol.com,60722,573NHG3BBAYX,1
2022-01-12,huer@hotmail.com,57899,E66ET8J60MXI,1
2022-01-12,huer@hotmail.com,57899,3RBK3MS3VWVB,1
2022-01-12,huer@hotmail.com,57899,KS0EWGD9B0RO,1
2022-01-12,huer@hotmail.com,57899,S2HSFYFRHYLA,2
2022-01-12,huer@hotmail.com,57899,1U3EA1TPYFKT,3
2022-01-12,neu@yahoo.com,61440,UHZARJGF0OED,2
2022-01-12,neu@yahoo.com,61440,OJDUJOX2WTPV,1
2022-01-12,neu@yahoo.com,61440,77DMTD8Q5REL,1
2022-01-13,luo@inbox.com,82640,KAIYV1QGW7VV,1
2022-01-13,luo@inbox.com,82640,RMJWY8NXDHC5,6
2022-01-13,strooch@inbox.com,23296,OKF7FSVLNSP3,2
2022-01-13,jat@gmail.com,26198,T3C7BQIFE25R,1
2022-01-13,jat@gmail.com,26198,4UG6IYN3C4GR,2
2022-01-13,swaeg@gmail.com,83261,JBNRNXLKQ44H,3
2022-01-13,crienk@gmail.com,09136,2EDHYZ143JNF,3
2022-01-13,crienk@gmail.com,09136,F3G23U7N82I6,4
2022-01-13,crienk@gmail.com,09136,SEC9M7GNQLYL,1
2022-01-13,crienk@gmail.com,09136,8B6MI86R2G62,2
2022-01-13,crienk@gmail.com,09136,2EDHYZ143JNF,3
2022-01-13,crienk@gmail.com,09136,R752461YXF11,1
2022-01-13,swuy@hotmail.com,77944,G2M4NJQDLAYW,1
2022-01-13,swuy@hotmail.com,77944,X1NVE2SBYG2B,1
2022-01-13,swuy@hotmail.com,77944,LE6E2ID0RACO,2
2022-01-13,ru@gmail.com,85051,T1ZIHRIDOMOU,1
2022-01-13,ru@gmail.com,85051,RF3R8DP28CYR,1
2022-01-13,triov@msn.com,71643,8KTTCFN5C50D,2
2022-01-13,triov@msn.com,71643,PNDTBK6BVWM8,1
2022-01-13,chue@aol.com,56947,3BBZ52G0IZ7U,2
2022-01-13,crue@live.com,82946,RE8Q5KKEKFVC,1
2022-01-13,crue@live.com,82946,LGXAKLUK3427,1
2022-01-13,bisk@hotmail.com,28602,OY87IMUKDMYB,1
2022-01-13,lio@inbox.com,23634,UJQ86VN5GBQF,3
2022-01-13,pluw@gmail.com,77780,CPJL3L62PP0A,1
2022-01-13,pluw@gmail.com,77780,3GQZUBDU1TYF,1
2022-01-13,dist@hotmail.com,08619,8UF21MRAW2E6,3
2022-01-13,greah@hotmail.com,60858,4H6CAUOIPUAZ,1
2022-01-13,naept@gmail.com,91802,KNGKHGAPMJFC,1
2022-01-13,naept@gmail.com,91802,4OEHB0B5NKIU,2
2022-01-13,naept@gmail.com,91802,Q61K09MC6LWD,1
2022-01-13,naept@gmail.com,91802,2JU5SOFDH6OD,1
2022-01-13,noesk@yahoo.com,81509,IHPCGKXVZ9YQ,4
2022-01-13,noesk@yahoo.com,81509,41M9L39SBVIR,1
2022-01-13,noesk@yahoo.com,81509,OTMSLVVJ3XL9,1
2022-01-13,mo@msn.com,66931,XLLN7X06YVWW,2
2022-01-14,sneu@msn.com,76103,5G6ZW23K9PGK,1
2022-01-14,sneu@msn.com,76103,5H6YSYC4GHEL,2
2022-01-14,sneu@msn.com,76103,YRQ5QXLKPKJ0,1
2022-01-14,sneu@msn.com,76103,4FNEB4HUZJVN,1
2022-01-14,shi@hotmail.com,17532,EUZVE90TB9DO,5
